baseMean	log2FoldChange	lfcSE	stat	pvalue	padj	Gene_id
PARP1|142	8125.76673620831	0.118869316250138	0.0557126272462995	2.13361534225678	0.0328742810544749	0.0519987321319233	PARP1|142
PARP4|143	2659.97883406215	-0.477770541016793	0.0723846098619002	-6.60044368448366	4.09929085011166e-11	2.24405654692029e-10	PARP4|143
ADRA1D|146	132.094214374271	-1.58111932385117	0.242295414326367	-6.52558501054186	6.77366258417328e-11	3.61060079588358e-10	ADRA1D|146
ADRA1B|147	15.3668446840691	-1.55719624811883	0.210630809903504	-7.39301267859255	1.43538783896025e-13	1.04954064700778e-12	ADRA1B|147
ADRA1A|148	117.371852175263	-2.1280110696332	0.210992525695527	-10.0857177884303	6.38964548144505e-24	1.74310592197701e-22	ADRA1A|148
ADRA2A|150	825.602484398286	1.43219702868825	0.194452089777034	7.36529512400955	1.76755390866001e-13	1.27910293706526e-12	ADRA2A|150
ADRA2B|151	42.4752500976328	-1.45871770740543	0.163658516300317	-8.91317934673589	4.95896727410789e-19	7.27894979958419e-18	ADRA2B|151
ADRA2C|152	381.199900480237	-0.521247255825218	0.176673493580397	-2.9503421552482	0.0031742219070858	0.00599287489829819	ADRA2C|152
ADRB1|153	1580.47605810807	1.0188552704729	0.13684661822907	7.44523528354506	9.67717920399299e-14	7.20986506679311e-13	ADRB1|153
ADRB2|154	1395.63608506456	0.559234906149829	0.114104544319081	4.90107479493533	9.53137570167228e-07	3.00967456535868e-06	ADRB2|154
ADRB3|155	6.47285947803787	-2.48118918877846	0.348518884625354	-7.11923886547973	1.08524689683198e-12	7.14620730290869e-12	ADRB3|155
ADRBK1|156	11242.5418235468	0.707882414886565	0.0610449520332362	11.5960843822296	4.31367122309743e-31	2.61869133602171e-29	ADRBK1|156
ADRBK2|157	2182.94404612671	0.151023222068032	0.0940716285622628	1.60540669249788	0.108404332546016	0.154105580864961	ADRBK2|157
ADSL|158	2469.30667702755	0.482054498897305	0.0591562012754478	8.14884134721101	3.67427616859453e-16	3.7156471958913e-15	ADSL|158
ADSS|159	2696.55271954651	-0.0613938811414955	0.060983743529753	-1.0067253597107	0.314066771904783	0.395504151136127	ADSS|159
AP2A1|160	4169.42120749991	-0.0888024710421906	0.0421082573287941	-2.10890871946549	0.0349524614285103	0.0550160022277025	AP2A1|160
AP2A2|161	5025.55471791416	0.208996703248496	0.0426243470896105	4.90322356865939	9.42765800561235e-07	2.97846623078077e-06	AP2A2|161
AP1B1|162	12308.789873578	0.128230446527545	0.0703984218374817	1.82149603898183	0.0685314882460903	0.101800909471516	AP1B1|162
AP2B1|163	10761.4040118228	-0.145461387128197	0.0422212340668388	-3.44521874699169	0.000570597426079385	0.00120445168207292	AP2B1|163
AP1G1|164	5303.27964735117	-0.0835441323824871	0.0737364851455066	-1.13300942155877	0.257210296815593	0.332308810303856	AP1G1|164
AEBP1|165	13893.9171029002	-0.0418201218288878	0.144774927857038	-0.288863012732317	0.772686209226297	0.848811228666408	AEBP1|165
AES|166	25859.6166837023	-0.0575774782723141	0.0713448204611873	-0.807030950531822	0.419648651735388	0.509762186943142	AES|166
CRISP1|167	150.103210668274	-9.24284892748734	0.623819311107196	-14.816548258313	1.1451984467723e-49	2.7138443674174e-47	CRISP1|167
AFG3L1|172	417.064989475887	0.298908693690531	0.0881114796181836	3.39239217166483	0.000692851962022806	0.00144407176444067	AFG3L1|172
AFM|173	0.139833505592236	-0.550078059299041	0.925477276480104	-0.594372302031196	0.552263129758147	0.644694848312244	AFM|173
AFP|174	4.60949892576133	2.77117143277586	0.524212539563023	5.28635090470341	1.24780427917313e-07	4.42297033106079e-07	AFP|174
AGA|175	1299.73172314242	0.177418159000376	0.0722750775928473	2.45476262232245	0.0140977646570623	0.0238487084406776	AGA|175
ACAN|176	98.5273932139952	1.26194810438578	0.241288535667943	5.23003756018667	1.69475603263156e-07	5.88890859738914e-07	ACAN|176
AGER|177	120.421775564457	0.393531644302634	0.166455130628995	2.364190534804	0.0180695167145226	0.0300100755094101	AGER|177
AGL|178	2293.50885292581	-0.487850328177889	0.074978963764507	-6.50649600480107	7.69239475994006e-11	4.07272442888994e-10	AGL|178
AGRP|181	0.716547922746721	0.194376555014783	0.34326461659108	0.566258640185854	0.57121797202401	0.662496980467024	AGRP|181
JAG1|182	7146.51378484058	0.246766906244604	0.144554791256797	1.70708216655531	0.0878067812922577	0.127336988958005	JAG1|182
AGT|183	1522.18459418338	1.07407950551004	0.289256576415565	3.71324143713486	0.000204621508292384	0.000461813017395629	AGT|183
AGTR1|185	1063.46512153202	1.38102485467795	0.257856943136306	5.35577920796153	8.51884848430038e-08	3.09317391245531e-07	AGTR1|185
AGTR2|186	0.261188734612256	-0.112143080641763	0.885694219815261	-0.126616024055293	0.899244313657587	0.952924756496475	AGTR2|186
APLNR|187	244.42493654464	0.632002484928717	0.182564870697634	3.46179679865929	0.000536582116327061	0.00113753326644072	APLNR|187
AGXT|189	2.99095214047563	1.18777646230674	0.400852244219191	2.96312788424167	0.00304530019983565	0.00576607716890329	AGXT|189
NR0B1|190	0.958449982177069	-0.591465227748732	0.386592353700563	-1.52994548931729	0.126030222278925	0.176546431308609	NR0B1|190
AHCY|191	13651.3662640475	0.378602112184039	0.0655046638200882	5.7797733795549	7.48013143351118e-09	3.10524915925984e-08	AHCY|191
AHR|196	1886.19171030311	-0.984818196386939	0.143134968548513	-6.88034661532169	5.97071032877165e-12	3.59247174844324e-11	AHR|196
AHSG|197	3.12913265759811	2.81816958028483	0.696764004164109	4.04465437858795	5.24003700721873e-05	0.000129431480465886	AHSG|197
AIF1|199	470.156509959079	0.16898634182578	0.133375502883058	1.26699684854381	0.205156416746506	0.272289214264878	AIF1|199
AIM1|202	10108.2115205478	0.314637501138797	0.110505574104983	2.84725457233392	0.00440980825301519	0.00813358200755399	AIM1|202
AK1|203	1028.01949754578	-0.976683293908723	0.12439939134966	-7.85119029371675	4.1210710489194e-15	3.65287726278484e-14	AK1|203
AK2|204	4498.19027572223	0.306071278509868	0.0480069452550979	6.3755624708774	1.82292662680218e-10	9.18185501218234e-10	AK2|204
AK3L1|205	1002.74332605035	0.198431172088605	0.101454613628586	1.95586149305186	0.0504814725576469	0.0771319881718603	AK3L1|205
AKT1|207	13461.601307122	0.206170657560989	0.0478626441387893	4.30754842885711	1.65073960843663e-05	4.38999423449703e-05	AKT1|207
AKT2|208	6972.58189400623	0.17378579787174	0.0366955284795191	4.73588486315804	2.18101388403455e-06	6.54137878698927e-06	AKT2|208
ALAD|210	2783.1820807111	-0.935017472547885	0.0872574457999905	-10.7156181799214	8.5980922073318e-27	3.32251229127719e-25	ALAD|210
ALAS1|211	2549.23561798008	-0.251962451968709	0.060244727474022	-4.18231540805554	2.88555277240826e-05	7.40262651369481e-05	ALAS1|211
ALAS2|212	3.04091464359368	0.633577212975814	0.257290535912834	2.46249715609618	0.0137973267073608	0.0233766576799965	ALAS2|212
ALB|213	173.866409969908	4.090185296668	0.348614400339458	11.7326917439017	8.66582981213214e-32	5.60684890048773e-30	ALB|213
ALCAM|214	11184.6703452087	0.561634803377129	0.103382030193451	5.43261534259084	5.55340340308055e-08	2.06522767130254e-07	ALCAM|214
ABCD1|215	916.936001365275	-0.280910165957996	0.0728223717497405	-3.85747070863558	0.000114566403482401	0.000267864566478353	ABCD1|215
ALDH1A1|216	5211.09648022766	-0.595844489034694	0.231595874070097	-2.57277678813203	0.0100886250015771	0.0175093236703451	ALDH1A1|216
ALDH2|217	7136.27701978132	-0.834366605154702	0.135080570792221	-6.17680692538762	6.54109829987949e-10	3.07391422982656e-09	ALDH2|217
ALDH3A1|218	64.3596588449526	-1.68324356750783	0.235814540718083	-7.1379973532682	9.47004546608297e-13	6.2821694526943e-12	ALDH3A1|218
ALDH1B1|219	3398.91017539989	-0.573939373225547	0.085746599119776	-6.6934359976637	2.17990397618628e-11	1.230669670138e-10	ALDH1B1|219
ALDH1A3|220	33566.0248130791	1.00335053635543	0.13217808187939	7.59089950534289	3.17692281206135e-14	2.50527497452106e-13	ALDH1A3|220
ALDH3B1|221	271.139214207008	-0.717889166574328	0.122683351290496	-5.85156143048677	4.869793497612e-09	2.06609077447218e-08	ALDH3B1|221
ALDH3B2|222	2041.24993424125	0.930633480616657	0.210337752510304	4.42447192436873	9.66784751064837e-06	2.65804993971125e-05	ALDH3B2|222
ALDH9A1|223	7370.18480639282	-0.209365445164693	0.0620451931070308	-3.37440234577927	0.00073976157699578	0.00153466431263479	ALDH9A1|223
ALDH3A2|224	7577.84658388546	-0.452702582183964	0.083400989760836	-5.42802409758148	5.6981347889089e-08	2.1161658128918e-07	ALDH3A2|224
ABCD2|225	23.8636176852406	-1.38688104724451	0.179514238614724	-7.72574397410923	1.11201935306073e-14	9.35113666325413e-14	ABCD2|225
ALDOA|226	40249.5603152209	-0.156829742318323	0.0749425714514474	-2.09266561422872	0.0363790148428864	0.0570787207199053	ALDOA|226
ALDOB|229	10.3329872352327	0.985340466341434	0.255627441587221	3.85459581421829	0.00011592097935342	0.000270693309141924	ALDOB|229
ALDOC|230	984.920695723319	-0.593787188577503	0.106589778046653	-5.57077047592321	2.53615258354072e-08	9.85646812204356e-08	ALDOC|230
AKR1B1|231	2542.89824818327	-3.90433423458386	0.163867538713823	-23.8261602342266	1.78934838892982e-125	7.03893869237211e-122	AKR1B1|231
ALK|238	5.52366808489472	-0.142891822818331	0.195495221884073	-0.730922328644249	0.464826596605403	0.556394494196182	ALK|238
ALOX12|239	11.930538100834	0.18297997226482	0.122565535211444	1.49291537746848	0.135459339346292	0.188519758409554	ALOX12|239
ALOX5|240	959.114703665001	-0.233109792231997	0.111293391790038	-2.09455196290337	0.0362108392565295	0.0568602105489924	ALOX5|240
ALOX5AP|241	249.823890483081	-0.338053404715984	0.134016114462506	-2.52248325562791	0.0116529497812216	0.0200123870817121	ALOX5AP|241
ALOX12B|242	11.0252972120911	0.260081225208091	0.184596273383955	1.40891915335219	0.158859075323238	0.217031267106534	ALOX12B|242
ANXA8L2|244	149.000223384606	-1.34718218614552	0.199641312351181	-6.74801307544873	1.49883443629823e-11	8.62509494662079e-11	ANXA8L2|244
ALOX15|246	281.451391863541	1.90169571170107	0.327725018964528	5.8027175273637	6.52486619067882e-09	2.73000623493856e-08	ALOX15|246
ALOX15B|247	13129.792051541	0.252534315325597	0.311725087943049	0.810118675375059	0.417871971798276	0.507729417673603	ALOX15B|247
ALPI|248	0.191948664857574	0.259675207811488	1.96586960271445	0.132091776307508	0.894911700471677	0.950381633636273	ALPI|248
ALPL|249	543.240972699095	0.172636981959045	0.169856290248755	1.01637084918208	0.309452821792805	0.390493844347384	ALPL|249
ALPP|250	1.01869707251196	-0.178811079162971	0.433409690784651	-0.412568253467635	0.679922964611714	0.764937641763302	ALPP|250
ALPPL2|251	0.264197730402364	0.771515806651042	0.87169023672731	0.885080243123561	0.376113354344298	0.46337447958647	ALPPL2|251
ALX3|257	56.9556689497069	0.263793419419136	0.102544625908593	2.57247434550376	0.0100974439189542	0.0175230831517479	ALX3|257
AMBN|258	0.233549010229635	0.908922054007285	1.33730897779279	0.679664960828612	0.496716627121745	0.588383577218973	AMBN|258
AMBP|259	11.8253833170326	1.40116281741852	0.269866405251691	5.19206092404027	2.07978918721865e-07	7.14289741983649e-07	AMBP|259
AMD1|262	23923.862146093	0.0636272314596972	0.130955192332419	0.485870245588924	0.627059165676517	0.715490586477052	AMD1|262
AMELX|265	1.0671831728569	-2.9039767194856	0.356845384455206	-8.1379130738067	4.02149396940412e-16	4.04597262834832e-15	AMELX|265
AMELY|266	5.43869594657327	1.48905228817517	0.290207478993505	5.13099212101455	2.88218975929229e-07	9.7038326558576e-07	AMELY|266
AMFR|267	5619.56235574921	-0.345590395352692	0.0490762789622513	-7.04190298572789	1.89631849253352e-12	1.21178324982592e-11	AMFR|267
AMH|268	49.5488925508481	3.55487910345868	0.303552589162526	11.7109167583326	1.12061344366753e-31	7.0419635218839e-30	AMH|268
AMHR2|269	10.9152325611033	1.6982746718618	0.21729753306743	7.81543466181369	5.47736843717554e-15	4.79032280083618e-14	AMHR2|269
AMPD1|270	22.8456278060764	-0.385387236348577	0.406746590283351	-0.947487319021176	0.343390515019288	0.427802637440738	AMPD1|270
AMPD2|271	2183.25834619292	-0.0113748075465579	0.0540756190190008	-0.210350020081343	0.833394498093111	0.901354689486055	AMPD2|271
AMPD3|272	1305.73628015196	0.458878692953076	0.138913145071299	3.30334967736532	0.000955371753195671	0.00194828481219343	AMPD3|272
AMPH|273	53.5540764720225	-1.28565412398745	0.160323505443976	-8.01912433505708	1.06501661110509e-15	1.01787228978747e-14	AMPH|273
BIN1|274	3323.11552510377	-0.254006157842392	0.112289408949461	-2.26206692348621	0.0236932688198239	0.0384952010917822	BIN1|274
AMT|275	699.165933757612	-0.905951902260275	0.149520906908608	-6.05903161632118	1.36943476954556e-09	6.17784689958525e-09	AMT|275
AMY1A|276	6.15284474382753	0.948645605671	0.281104033119157	3.37471360743116	0.000738925452866217	0.00153327616124334	AMY1A|276
AMY2A|279	3.16720110589444	0.846437970620776	0.30525773921407	2.77286326236987	0.00555654633983463	0.010092502535618	AMY2A|279
AMY2B|280	295.734607868393	0.6223229157811	0.175113362688256	3.55382882395436	0.000379666241776629	0.000822972813478566	AMY2B|280
ANG|283	1541.46961492995	-0.279125149368494	0.142681675511307	-1.95627888702761	0.0504323099201053	0.0770748332415347	ANG|283
ANGPT1|284	712.205539923451	-2.09570310432765	0.171928632276675	-12.1893780958785	3.54113401175867e-34	2.97651986655048e-32	ANGPT1|284
ANGPT2|285	321.474416822074	0.0115125609605766	0.164615263769989	0.0699361693254804	0.944244464637559	0.982715719083345	ANGPT2|285
ANK1|286	203.703730705031	0.139432240195623	0.213633987469831	0.6526688091487	0.513969814864521	0.605780937713942	ANK1|286
ANK2|287	485.729907783834	-1.48377255504272	0.160402785402666	-9.25029170358817	2.23880835533321e-20	3.92120405530266e-19	ANK2|287
ANK3|288	4490.19385448739	0.122258753006933	0.131197096394475	0.931870874941723	0.351403261008618	0.436375449256804	ANK3|288
ANPEP|290	19922.1049774583	0.194589016892646	0.306636079479056	0.634592697712655	0.525694091941414	0.617859402115069	ANPEP|290
SLC25A4|291	3396.61603623396	-0.445935531670702	0.073522006076735	-6.06533411513933	1.31679619034207e-09	5.95540682176092e-09	SLC25A4|291
SLC25A5|292	9727.70041983211	0.227635671361976	0.0690503700444693	3.29666113614418	0.000978414713566904	0.00199197174217446	SLC25A5|292
