baseMean	log2FoldChange	lfcSE	stat	pvalue	padj	Gene_id
50.4244340724279	1.70556023484043	0.347587356032437	4.90685350096931	9.25491077264395e-07	2.92664667746987e-06	ACCN1|40
825.602484398286	1.43219702868825	0.194452089777034	7.36529512400955	1.76755390866001e-13	1.27910293706526e-12	ADRA2A|150
1580.47605810807	1.0188552704729	0.13684661822907	7.44523528354506	9.67717920399299e-14	7.20986506679311e-13	ADRB1|153
4.60949892576133	2.77117143277586	0.524212539563023	5.28635090470341	1.24780427917313e-07	4.42297033106079e-07	AFP|174
98.5273932139952	1.26194810438578	0.241288535667943	5.23003756018667	1.69475603263156e-07	5.88890859738914e-07	ACAN|176
1522.18459418338	1.07407950551004	0.289256576415565	3.71324143713486	0.000204621508292384	0.000461813017395629	AGT|183
1063.46512153202	1.38102485467795	0.257856943136306	5.35577920796153	8.51884848430038e-08	3.09317391245531e-07	AGTR1|185
2.99095214047563	1.18777646230674	0.400852244219191	2.96312788424167	0.00304530019983565	0.00576607716890329	AGXT|189
3.12913265759811	2.81816958028483	0.696764004164109	4.04465437858795	5.24003700721873e-05	0.000129431480465886	AHSG|197
173.866409969908	4.090185296668	0.348614400339458	11.7326917439017	8.66582981213214e-32	5.60684890048773e-30	ALB|213
33566.0248130791	1.00335053635543	0.13217808187939	7.59089950534289	3.17692281206135e-14	2.50527497452106e-13	ALDH1A3|220
281.451391863541	1.90169571170107	0.327725018964528	5.8027175273637	6.52486619067882e-09	2.73000623493856e-08	ALOX15|246
11.8253833170326	1.40116281741852	0.269866405251691	5.19206092404027	2.07978918721865e-07	7.14289741983649e-07	AMBP|259
5.43869594657327	1.48905228817517	0.290207478993505	5.13099212101455	2.88218975929229e-07	9.7038326558576e-07	AMELY|266
49.5488925508481	3.55487910345868	0.303552589162526	11.7109167583326	1.12061344366753e-31	7.0419635218839e-30	AMH|268
10.9152325611033	1.6982746718618	0.21729753306743	7.81543466181369	5.47736843717554e-15	4.79032280083618e-14	AMHR2|269
418.438400817555	2.44429729998805	0.219125555270536	11.1547797196465	6.78606791792315e-29	3.33687924694076e-27	APOF|319
620.346664754913	1.18060420625654	0.134131070952776	8.80186967769903	1.34555383843266e-18	1.86246998227529e-17	APBA2|321
1.42954914963014	2.64026539536967	1.0851178925797	2.43315994826409	0.0149676873456667	0.025214066666831	APCS|325
175.680661937881	1.95291144421024	0.201779112323047	9.67846186717107	3.72274434024884e-22	8.14490082629083e-21	BIRC5|332
5.6313530972093	5.02395535412098	1.63967939985326	3.06398638329579	0.00218408850911121	0.00421487626219832	APOA2|336
1103.26446422269	2.33844896725386	0.203537792444359	11.4890160651277	1.49808466760536e-30	8.66641980209698e-29	APOC1|341
0.388245274652734	1.2523550055103	0.481112077232238	2.60304212838492	0.00924005987257007	0.0161534741475052	APOC1P1|342
88.6559658282342	1.43501331475622	0.206068210236861	6.96377822230208	3.31265968463064e-12	2.05671412048611e-11	APOC2|344
2.65596800236984	4.05050892010564	1.53459486311168	2.63946466749698	0.00830370784709094	0.0146178850482799	APOC3|345
1.08612494921253	2.02909186134045	0.424033824087946	4.78521227806489	1.70806709978704e-06	5.19418240348042e-06	APOC4|346
5126.97884821114	1.70991505834952	0.176033450071837	9.71358033175929	2.63900788823915e-22	5.89848251747453e-21	APOE|348
21.3791884303557	3.78036444337796	0.786560356881266	4.80619752865147	1.53827921836691e-06	4.71063583155204e-06	APOH|350
145.397593690811	3.26526887217659	0.27307758563033	11.9572936190993	5.94686427517081e-33	4.28741073904519e-31	ARHGDIG|398
36.0676165560996	1.20870374124107	0.281103072625022	4.29985958514735	1.70906360375733e-05	4.53467854071266e-05	ART4|420
4.6947674136181	1.04919660861949	0.30470372339431	3.44333373065398	0.000574589786412062	0.00121222852182118	SERPINC1|462
23.8674848429737	3.70604241464401	0.478283034690585	7.74863866338382	9.28829068859878e-15	7.89504708530896e-14	ATOH1|474
29.2741732396434	1.02766881145653	0.243677466039048	4.21733214876689	2.47209708134051e-05	6.40459397956882e-05	NKX3-2|579
76.0037056335718	1.59577326626382	0.194222607504947	8.21620761230472	2.10039705748724e-16	2.19281898745842e-15	HCN2|610
924.455815849797	1.56781682601959	0.174876014014548	8.96530513263619	3.09422946919579e-19	4.65293573620887e-18	BICD1|636
1332.17329130662	1.12603720909151	0.112318627428545	10.0253825645072	1.17902115734753e-23	3.13380637079306e-22	BIK|638
528.947711558102	1.27177550687639	0.192091996383454	6.6206584908289	3.57602269530053e-11	1.96911507261663e-10	BMP6|654
98.0681235772594	2.33295785727282	0.274487249208815	8.49933052991483	1.90687223387037e-17	2.24588442922133e-16	FOXL2|668
164.538500073024	1.53877499742079	0.195705583158682	7.86270362135311	3.75929766930022e-15	3.35640607614462e-14	BUB1|699
178.937979888874	1.65559851782752	0.163640338260865	10.1173007549537	4.63008429153671e-24	1.27906078553702e-22	BUB1B|701
21806.4980611619	1.30822111015862	0.193556980794715	6.75884230466538	1.39098687741518e-11	8.04212842206914e-11	C4A|720
0.987694728062288	1.23753412030098	0.511696748235908	2.41849127352758	0.0155850193789804	0.026164368911332	C4BPB|725
1.23623720109237	1.77096861374003	0.479156606394327	3.69601209731123	0.000219012541148628	0.000492371433518386	C9|735
837.408261830358	1.13038282192764	0.232482015581426	4.86223770514293	1.16066122838989e-06	3.62596024479045e-06	ZNHIT2|741
1.13447653802904	1.43613057641271	0.72457570689588	1.98202970751692	0.0474759158225686	0.0728907804475921	CA6|765
2505.61520827402	2.20130712799878	0.214662578074596	10.2547316245956	1.12688600186328e-24	3.37362568807441e-23	CACNA1D|776
