baseMean	log2FoldChange	lfcSE	stat	pvalue	padj	miRNA_id
hsa-mir-4664	0.636634744342334	1.43093436501668	0.395584254914155	3.61726824877598	0.00029772870282237	0.000893186108467109	hsa-mir-4664
hsa-mir-4668	3.52428570914495	1.57349586970568	0.217305471888713	7.24093993597873	4.45585722887006e-13	3.74007590806221e-12	hsa-mir-4668
hsa-mir-4746	5.6913413931753	1.11487468098151	0.172395271060662	6.46696788213645	9.99888908729941e-11	6.36219636280583e-10	hsa-mir-4746
hsa-mir-500a	643.073459140461	1.13411920330249	0.0955476760672079	11.869668106891	1.70141261023637e-32	4.97190573880184e-31	hsa-mir-500a
hsa-mir-548t	1.03782737251582	1.03376373131307	0.317969272003503	3.25114349823613	0.00114941827213686	0.00311646397496901	hsa-mir-548t
hsa-mir-5586	10.8083983275539	1.7825543274994	0.170493767324673	10.4552462853664	1.38638116734294e-25	2.43078831340795e-24	hsa-mir-5586
hsa-mir-5680	3.53219029829952	1.0741745863051	0.245790066084848	4.37029292279978	1.24079974451943e-05	4.31273567588473e-05	hsa-mir-5680
hsa-mir-5683	17.096126760028	1.38273767461083	0.212929331312159	6.49388069783444	8.36530020053161e-11	5.41001791657331e-10	hsa-mir-5683
hsa-mir-5687	4.16581805331089	1.2896804883101	0.2329647857961	5.5359460611308	3.09552829401431e-08	1.51700113290515e-07	hsa-mir-5687
hsa-mir-5694	1.97898535421678	2.70279955826825	0.36530353953816	7.39877736110989	1.37444065095245e-13	1.19168535560602e-12	hsa-mir-5694
hsa-mir-570	1.35159866607457	1.06306369967624	0.289485211525606	3.67225563638925	0.000240419004739567	0.000732396118685399	hsa-mir-570
hsa-mir-5704	0.535776740135556	1.52151662119626	0.374706712267039	4.06055341787402	4.89565343875909e-05	0.000158306170622169	hsa-mir-5704
hsa-mir-5706	3.5479825532034	1.67684386981606	0.264889677066953	6.33034812221929	2.44608686322438e-10	1.49609498843724e-09	hsa-mir-5706
hsa-mir-592	7.5080982880406	1.98283021329251	0.290591820261733	6.82342060250215	8.88978833598649e-12	6.55518037111527e-11	hsa-mir-592
hsa-mir-612	0.881998254211491	1.81374592940263	0.578975314782808	3.13268266037045	0.00173216609693118	0.00454046196172325	hsa-mir-612
hsa-mir-615	5.4116938126591	2.6599389027412	0.306998430214653	8.66434040356943	4.5413457267763e-18	5.11874539775214e-17	hsa-mir-615
hsa-mir-618	1.24473120334904	1.5785946523117	0.350160021573363	4.50820926163602	6.53770784098559e-06	2.36617040666864e-05	hsa-mir-618
hsa-mir-6810	0.755013923977302	1.36859949255935	0.337885349208365	4.05048486347769	5.11116159371945e-05	0.000164600265201822	hsa-mir-6810
hsa-mir-7-1	86.5298791691966	1.1240223618071	0.119960988198094	9.36989915380642	7.26018624879358e-21	9.39063434475104e-20	hsa-mir-7-1
hsa-mir-7-3	1.69830285093013	1.64880744760051	0.354115675978803	4.65612668245506	3.22213716892303e-06	1.19918218220768e-05	hsa-mir-7-3
hsa-mir-708	109.940584067531	1.30172910092914	0.108405765987506	12.0079323186477	3.22815583067378e-33	1.10739780452244e-31	hsa-mir-708
hsa-mir-7705	1.88967365585166	1.34732045192117	0.293355450851375	4.5927916048977	4.3735575287065e-06	1.59756337506918e-05	hsa-mir-7705
hsa-mir-9-1	1283.02312702635	1.21483355051941	0.205112845435074	5.92275704596937	3.16588399061546e-09	1.75907216098281e-08	hsa-mir-9-1
hsa-mir-9-2	1282.73654101069	1.21008904154665	0.204490578467468	5.91757845576813	3.26716027670567e-09	1.80264997085369e-08	hsa-mir-9-2
hsa-mir-9-3	1287.65783443942	1.20171373812785	0.204875692764231	5.8655749831229	4.47578939572082e-09	2.43544678153361e-08	hsa-mir-9-3
hsa-mir-92a-1	16102.1607808158	1.15165397998786	0.0868095686284903	13.2664405339516	3.62389434738733e-40	2.38271053340717e-38	hsa-mir-92a-1
hsa-mir-92a-2	13198.6344550945	1.00107885548837	0.0817448483139342	12.2463846485323	1.75653373660332e-34	6.29956871900008e-33	hsa-mir-92a-2
hsa-mir-93	13446.3126577657	1.71407330304762	0.0972873448962135	17.6186666917079	1.77130611499888e-69	1.39756052473412e-66	hsa-mir-93
hsa-mir-935	2.52938986958031	1.01312057783294	0.303319897550034	3.34010589485254	0.00083746450225631	0.00235985532957224	hsa-mir-935
hsa-mir-96	106.994978411094	1.9002556724426	0.130021490658634	14.61493529121	2.25568613667167e-48	4.90113907923721e-46	hsa-mir-96
